"DEV_ID","DEV_NAME","DEV_TYPE","DEV_DATE","STA_LAT_DMS","STA_LONG_DMS","STA_ELEV","STA_LOC"
4873.00,"Desert Mtn. School","Dewpoint",7/21/2006 0:00:00,"33 48 33.6","112 04 37.8",1810.00,"1/4 mile SE of Cloud Rd. and 7th Ave."
4875.00,"Desert Mtn. School","Precip.",7/19/2006 0:00:00,"33 48 33.6","112 04 37.8",1810.00,"1/4 mile SE of Cloud Rd. and 7th Ave."
4876.00,"Desert Mtn. School","Humidity",7/19/2006 0:00:00,"33 48 33.6","112 04 37.8",1810.00,"1/4 mile SE of Cloud Rd. and 7th Ave."
4877.00,"Desert Mtn. School","Temperature",7/19/2006 0:00:00,"33 48 33.6","112 04 37.8",1810.00,"1/4 mile SE of Cloud Rd. and 7th Ave."
4878.00,"Desert Mtn. School","Solar Rad.",7/19/2006 0:00:00,"33 48 33.6","112 04 37.8",1810.00,"1/4 mile SE of Cloud Rd. and 7th Ave."
4879.00,"Desert Mtn. School","Pressure",7/19/2006 0:00:00,"33 48 33.6","112 04 37.8",1810.00,"1/4 mile SE of Cloud Rd. and 7th Ave."
4882.00,"Desert Mtn. School","Wind Dir.",7/19/2006 0:00:00,"33 48 33.6","112 04 37.8",1810.00,"1/4 mile SE of Cloud Rd. and 7th Ave."
4885.00,"Skunk Tank Wash","Precip.",3/2/2006 0:00:00,"33 50 24.5","112 04 57.8",1865.00,"0.2 miles S of 7th Ave. and Desert Hills Rd."
4888.00,"Skunk Tank Wash","Stream PT",3/2/2006 0:00:00,"33 50 24.5","112 04 57.8",1865.00,"0.2 miles S of 7th Ave. and Desert Hills Rd."
4890.00,"Cave Creek","Precip.",5/29/2003 0:00:00,"33 49 49.4","111 58 04.9",1995.00,"1 mile west of Cave Creek Town Hall"
4893.00,"Cave Creek","Non Subm PT",5/29/2003 0:00:00,"33 49 49.4","111 58 04.9",1995.00,"1 mile west of Cave Creek Town Hall"
4895.00,"Desert Hills Wash","Precip.",3/2/2006 0:00:00,"33 49 41.5","112 02 54.0",1860.00,"Joy Ranch Road at 16th Street"
4898.00,"Desert Hills Wash","Stream PT",3/2/2006 0:00:00,"33 49 41.5","112 02 54.0",1860.00,"Joy Ranch Road at 16th Street"
4900.00,"Cave Buttes Dam","Precip.",1/25/1984 0:00:00,"33 43 01.2","112 02 40.1",1650.00,"1/4 mi. North of the Happy Valley Rd. & 16th St. alignments"
4903.00,"Cave Buttes Outlet","Non Subm PT",4/27/1992 0:00:00,"33 43 01.2","112 02 40.1",1650.00,"1/4 mi. North of the Happy Valley Rd. & 16th St. alignments"
4904.00,"Cave Buttes Pool","Non Subm PT",10/15/1988 0:00:00,"33 43 01.2","112 02 40.1",1650.00,"1/4 mi. North of the Happy Valley Rd. & 16th St. alignments"
4910.00,"Stagecoach Wash","Precip.",6/13/2001 0:00:00,"33 48 42.9","111 53 28.1",2555.00,"On Pima Road about 1/2 mile south of Cave Creek Road"
4913.00,"Stagecoach Wash","Stream PT",6/13/2001 0:00:00,"33 48 42.9","111 53 28.1",2555.00,"On Pima Road about 1/2 mile south of Cave Creek Road"
4915.00,"Cave Creek Landfill","Precip.",4/22/1993 0:00:00,"33 47 29.0","111 59 50.0",1885.00,"1/2 mi. E of Carefree Hwy. and the 40th St. alignment"
4918.00,"Cave Cr. near Cave Cr.","Stream PT",5/27/1994 0:00:00,"33 47 08.6","112 00 26.5",1840.00,"3/4 mi. SW of Carefree Hwy. and 40th St. alignment"
4920.00,"Cave Cr.@ Spur Cross Rd.","Precip.",6/16/1993 0:00:00,"33 53 16.5","111 57 12.8",2280.00,"3.5 mi. North of the Town of Cave Creek"
4923.00,"Cave Cr.@ Spur Cross Rd.","Non Subm PT",6/16/1993 0:00:00,"33 53 16.5","111 57 12.8",2280.00,"3.5 mi. North of the Town of Cave Creek"
4924.00,"Carefree Ranch","Peak Wind",3/25/1994 0:00:00,"33 51 10.7","111 51 51.8",2960.00,"2.5 mi. NE of Skyranch Airport"
4927.00,"Carefree Ranch","Wind Spd/Dir",11/2/1987 0:00:00,"33 51 10.7","111 51 51.8",2960.00,"2.5 mi. NE of Skyranch Airport"
4928.00,"Carefree Ranch","Dewpoint",7/8/1994 0:00:00,"33 51 10.7","111 51 51.8",2960.00,"2.5 mi. NE of Skyranch Airport"
4930.00,"Carefree Ranch","Precip.",7/15/1985 0:00:00,"33 51 10.7","111 51 51.8",2960.00,"2.5 mi. NE of Skyranch Airport"
4931.00,"Carefree Ranch","Humidity",3/25/1994 0:00:00,"33 51 10.7","111 51 51.8",2960.00,"2.5 mi. NE of Skyranch Airport"
4932.00,"Carefree Ranch","Temperature",11/2/1987 0:00:00,"33 51 10.7","111 51 51.8",2960.00,"2.5 mi. NE of Skyranch Airport"
4933.00,"Carefree Ranch","Solar Rad.",3/25/1994 0:00:00,"33 51 10.7","111 51 51.8",2960.00,"2.5 mi. NE of Skyranch Airport"
4935.00,"Reata Pass Dam","Precip.",8/26/1993 0:00:00,"33 44 09.2","111 50 35.0",2600.00,"1/2 mi. South of Dynamite Blvd. and 112th St."
4937.00,"Carefree Ranch","Wind Dir.",5/1/2001 0:00:00,"33 51 10.7","111 51 51.8",2960.00,"2.5 mi. NE of Skyranch Airport"
4938.00,"Reata Pass Dam","Stream PT",8/26/1993 0:00:00,"33 44 09.2","111 50 35.0",2600.00,"1/2 mi. South of Dynamite Blvd. and 112th St."
4939.00,"Humboldt Mountain","Dewpoint",1/1/2003 0:00:00,"33 58 50.7","111 47 52.6",5205.00,"13 mi. NE of the Town of Cave Creek"
4940.00,"Humboldt Mountain","Precip.",7/14/1981 0:00:00,"33 58 50.7","111 47 52.6",5205.00,"13 mi. NE of the Town of Cave Creek"
4941.00,"Humboldt Mountain","Humidity",6/12/1996 0:00:00,"33 58 50.7","111 47 52.6",5205.00,"13 mi. NE of the Town of Cave Creek"
4942.00,"Humboldt Mountain","Temperature",6/13/1996 0:00:00,"33 58 50.7","111 47 52.6",5205.00,"13 mi. NE of the Town of Cave Creek"
4947.00,"Cave Creek Ashdale","Stream PT",2/25/2009 0:00:00,"33 57 44.2","111 52 34.0",3280.00,"10.5 miles NE of Cave Creek"
4950.00,"Seven Springs","Precip.",11/12/1981 0:00:00,"34 03 08.2","111 51 33.7",4615.00,"15 mi. NNE of the Town of Cave Creek"
4960.00,"Seven Springs Wash","Precip.",3/12/2002 0:00:00,"33 57 38.8","111 50 45.7",3530.00,"11 miles NE of Cave Creek"
4963.00,"Seven Springs Wash","Stream PT",3/12/2002 0:00:00,"33 57 38.8","111 50 45.7",3530.00,"11 miles NE of Cave Creek"
4970.00,"New River Mesa","Precip.",3/3/2009 0:00:00,"33 59 38.1","111 55 42.4",3960.00,"11 miles north of Cave Creek"
5000.00,"Mt. Oatman","Precip.",4/1/1981 0:00:00,"33 03 04.5","113 08 12.2",1740.00,"8 mi. WSW of Painted Rock Dam"
5010.00,"Columbus Wash","Precip.",9/21/1999 0:00:00,"33 06 26.7","113 19 54.9",705.00,"8 mi. N of Agua Caliente"
5013.00,"Columbus Wash","Stream PT",9/21/1999 0:00:00,"33 06 26.7","113 19 54.9",705.00,"8 mi. N of Agua Caliente"
5022.00,"Winters Flasher East Battery","Flasher",7/13/2005 0:00:00,"33 29 37.6","112 54 57.4",1100.00,"Winters Wash at Indian School Road"
5027.00,"Winters Flasher West Battery","Flasher",7/13/2005 0:00:00,"33 29 38.6","112 55 11.2",1090.00,"Winters Wash at Indian School Road"
5030.00,"Copper Wash","Precip.",2/20/2001 0:00:00,"33 12 19.0","113 17 05.5",1080.00,"15 miles north of Agua Caliente"
5032.00,"Delaney Flasher East Battery","Flasher",7/13/2005 0:00:00,"33 26 49.4","112 54 45.9",1020.00,"Delaney Wash at Salome Highway"
5033.00,"Copper Wash","Stream PT",2/20/2001 0:00:00,"33 12 19.0","113 17 05.5",1080.00,"15 miles north of Agua Caliente"
5037.00,"Delaney Flasher West Battery","Flasher",7/13/2005 0:00:00,"33 26 53.7","112 55 03.8",1020.00,"Delaney Wash at Salome Highway"
5040.00,"4th of July Wash","Precip.",3/14/2002 0:00:00,"33 16 39.4","113 07 47.1",1120.00,"21 mi. W of Old US80 on Agua Caliente Road"
5043.00,"4th of July Wash","Stream PT",3/14/2002 0:00:00,"33 16 39.4","113 07 47.1",1120.00,"21 mi. W of Old US80 on Agua Caliente Road"
5044.00,"Gila Bend Mountains","Peak Wind",8/17/1993 0:00:00,"33 14 29.2","113 12 18.0",1560.00,"16 mi NW of Painted Rock Dam off Agua Caliente Rd."
5045.00,"Centennial Trib. @ Dobbins Rd.","Precip.",10/1/2012 0:00:00,"33 21 49.2","112 59 35.6",1020.00,"7.5 miles WSW of Palo Verde Nuclear Plant"
5047.00,"Gila Bend Mountains","Wind Spd/Dir",6/1/1988 0:00:00,"33 14 29.2","113 12 18.0",1560.00,"16 mi NW of Painted Rock Dam off Agua Caliente Rd."
5048.00,"Gila Bend Mountains","Dewpoint",7/8/1994 0:00:00,"33 14 29.2","113 12 18.0",1560.00,"16 mi NW of Painted Rock Dam off Agua Caliente Rd."
5049.00,"Centennial Trib. @ Dobbins Rd.","Stream PT",10/1/2012 0:00:00,"33 21 49.2","112 59 35.6",1020.00,"7.5 miles WSW of Palo Verde Nuclear Plant"
5050.00,"Gila Bend Mountains","Precip.",6/1/1988 0:00:00,"33 14 29.2","113 12 18.0",1560.00,"16 mi NW of Painted Rock Dam off Agua Caliente Rd."
5051.00,"Gila Bend Mountains","Humidity",6/1/1988 0:00:00,"33 14 29.2","113 12 18.0",1560.00,"16 mi NW of Painted Rock Dam off Agua Caliente Rd."
5052.00,"Gila Bend Mountains","Temperature",6/1/1988 0:00:00,"33 14 29.2","113 12 18.0",1560.00,"16 mi NW of Painted Rock Dam off Agua Caliente Rd."
5053.00,"Gila Bend Mountains","Solar Rad.",5/24/1994 0:00:00,"33 14 29.2","113 12 18.0",1560.00,"16 mi NW of Painted Rock Dam off Agua Caliente Rd."
5054.00,"Gila Bend Mountains","Pressure",6/1/1988 0:00:00,"33 14 29.2","113 12 18.0",1560.00,"16 mi NW of Painted Rock Dam off Agua Caliente Rd."
5055.00,"Sugarloaf Mountain","Precip.",5/27/2004 0:00:00,"33 41 28.7","113 05 37.1",2760.00,"16 mi NW of Tonopah"
5057.00,"Gila Bend Mountains","Wind Dir.",5/1/2001 0:00:00,"33 14 29.2","113 12 18.0",1560.00,"16 mi NW of Painted Rock Dam off Agua Caliente Rd."
5060.00,"G&F Woolsey Peak","Precip.",6/25/2003 0:00:00,"33 10 23.9","112 52 51.1",1985.00,"8 miles SW of Gillespie Dam"
5061.00,"G&F Woolsey Peak","Humidity",6/25/2003 0:00:00,"33 10 23.9","112 52 51.1",1985.00,"8 miles SW of Gillespie Dam"
5062.00,"G&F Woolsey Peak","Temperature",6/25/2003 0:00:00,"33 10 23.9","112 52 51.1",1985.00,"8 miles SW of Gillespie Dam"
5063.00,"G&F Woolsey Peak","Stream PT",6/25/2003 0:00:00,"33 10 23.9","112 52 51.1",1985.00,"8 miles SW of Gillespie Dam"
5064.00,"G&F Woolsey Peak","Dewpoint",6/26/2003 0:00:00,"33 10 23.9","112 52 51.1",1985.00,"8 miles SW of Gillespie Dam"
5065.00,"Eagle Eye Rd. @ CAP","Precip.",6/17/2003 0:00:00,"33 35 02.0","113 18 01.3",1400.00,"1.5 miles S of Salome Hwy. on Eagle Eye Road"
5070.00,"I-10 @ 355th Ave.","Precip.",9/7/2001 0:00:00,"33 28 14.8","112 48 58.2",1095.00,"3 miles NW of the Hassayampa River crossing at I-10"
5075.00,"Cruff Wash","Precip.",5/14/2002 0:00:00,"33 14 46.1","112 53 40.4",970.00,"6 mi. west of Agua Caliente Road and Old US 80"
5078.00,"Cruff Wash","Stream PT",5/14/2002 0:00:00,"33 14 46.1","112 53 40.4",970.00,"6 mi. west of Agua Caliente Road and Old US 80"
5080.00,"Buckeye Rd. @ 547th Ave.","Precip.",6/13/2000 0:00:00,"33 26 08.4","113 13 49.4",1190.00,"Buckeye Road at 547th Avenue"
5085.00,"Baseline Rd. @ 547th Ave.","Precip.",5/24/2000 0:00:00,"33 22 38.6","113 13 43.6",1235.00,"SW corner of Baseline and 547th Ave."
5090.00,"Centennial Wash @ Wenden","Precip.",9/2/1998 0:00:00,"33 49 27.2","113 32 01.3",1850.00,"5.5 mi. NE of Salome on US 60 Bridge"
5093.00,"Centennial Wash @ Wenden","Stream PT",9/2/1998 0:00:00,"33 49 27.2","113 32 01.3",1850.00,"5.5 mi. NE of Salome on US 60 Bridge"
5094.00,"Winters Wash @ Indian School Rd.","Status",7/14/2005 0:00:00,"33 29 37.8","112 55 04.0",1105.00,"Indian School Rd. 2 miles E of 411th Ave."
5095.00,"Webb Mountain","Precip.",5/22/2002 0:00:00,"33 13 55.3","112 52 08.2",1035.00,"4 mi. west of Agua Caliente Road and Old US 80"
5098.00,"Winters Wash @ Indian School Rd.","Stream PT",7/14/2005 0:00:00,"33 29 37.8","112 55 04.0",1105.00,"Indian School Rd. 2 miles E of 411th Ave."
5100.00,"Centennial Railroad","Precip.",2/9/1990 0:00:00,"33 18 35.9","112 52 57.7",850.00,"8 mi. NW of Gillespie Dam"
5103.00,"Centennial Railroad","Stream PT",2/9/1990 0:00:00,"33 18 35.9","112 52 57.7",850.00,"8 mi. NW of Gillespie Dam"
5105.00,"Delaney Wash","Precip.",12/20/1999 0:00:00,"33 28 11.3","112 58 37.7",1130.00,"3 miles SSW of Tonopah"
5107.00,"Delaney Wash","Status",12/20/1999 0:00:00,"33 28 11.3","112 58 37.7",1130.00,"3 miles SSW of Tonopah"
5108.00,"Delaney Wash","Stream PT",12/22/1999 0:00:00,"33 28 11.3","112 58 37.7",1130.00,"3 miles SSW of Tonopah"
5110.00,"Saddleback FRS","Precip.",12/16/1988 0:00:00,"33 27 59.8","113 04 21.4",1180.00,"7 mi. WSW of Tonopah in Harquahala Valley"
5113.00,"Saddleback FRS","Stream PT",12/16/1988 0:00:00,"33 27 59.8","113 04 21.4",1180.00,"7 mi. WSW of Tonopah in Harquahala Valley"
5115.00,"Winters Wash","Precip.",7/11/2000 0:00:00,"33 30 31.5","112 54 44.0",1125.00,"1 mi. N of Indian School Rd. and 403rd Ave."
5118.00,"Winters Wash","Stream PT",7/11/2000 0:00:00,"33 30 31.5","112 54 44.0",1125.00,"1 mi. N of Indian School Rd. and 403rd Ave."
5120.00,"Centennial Levee","Precip.",3/7/1984 0:00:00,"33 31 10.0","113 15 37.8",1260.00,"2 mi S. of I-10 and 4 mi. E. of W. County border"
5123.00,"Centennial Levee","Stream PT",7/9/2003 0:00:00,"33 31 10.0","113 15 37.8",1260.00,"2 mi S. of I-10 and 4 mi. E. of W. County border"
5125.00,"Harquahala FRS","Precip.",9/15/1993 0:00:00,"33 32 55.3","113 05 51.7",1420.00,"10 mi. WNW of Tonopah in Harquahala Valley"
5128.00,"Harquahala FRS","Stream PT",3/1/1994 0:00:00,"33 32 55.3","113 05 51.7",1420.00,"10 mi. WNW of Tonopah in Harquahala Valley"
5130.00,"Upper Tiger Wash","Precip.",11/1/1981 0:00:00,"33 48 37.1","113 10 30.6",2175.00,"11 mi. S. of Aguila off Eagle Eye Road"
5134.00,"Tiger Wash Fan","Peak Wind",9/21/1994 0:00:00,"33 40 09.5","113 18 48.4",1605.00,"1 mi. W of Eagle Eye Rd. and 4 mi. N of Salome Highway"
5135.00,"Four Mile Wash","Precip.",7/5/2001 0:00:00,"33 32 23.4","112 51 13.3",1210.00,"Near the alignments of 371st Ave. and Glendale Ave."
5137.00,"Tiger Wash Fan","Wind Spd/Dir",9/21/1994 0:00:00,"33 40 09.5","113 18 48.4",1605.00,"1 mi. W of Eagle Eye Rd. and 4 mi. N of Salome Highway"
5139.00,"Burnt Mountain","Rptr. Batt.",8/25/1993 0:00:00,"33 31 53.0","113 06 30.9",1610.00,"9 mi. WNW of Tonopah on Burnt Mtn. in Harquahala Valley"
5140.00,"Tiger Wash Fan","Precip.",9/21/1994 0:00:00,"33 40 09.5","113 18 48.4",1605.00,"1 mi. W of Eagle Eye Rd. and 4 mi. N of Salome Highway"
5141.00,"Tiger Wash Fan","Humidity",9/21/1994 0:00:00,"33 40 09.5","113 18 48.4",1605.00,"1 mi. W of Eagle Eye Rd. and 4 mi. N of Salome Highway"
5142.00,"Tiger Wash Fan","Temperature",9/21/1994 0:00:00,"33 40 09.5","113 18 48.4",1605.00,"1 mi. W of Eagle Eye Rd. and 4 mi. N of Salome Highway"
5143.00,"Tiger Wash Fan","Solar Rad.",9/23/1994 0:00:00,"33 40 09.5","113 18 48.4",1605.00,"1 mi. W of Eagle Eye Rd. and 4 mi. N of Salome Highway"
5144.00,"Tiger Wash Fan","Pressure",7/1/1994 0:00:00,"33 40 09.5","113 18 48.4",1605.00,"1 mi. W of Eagle Eye Rd. and 4 mi. N of Salome Highway"
5145.00,"Upper Grass Wash","Precip.",11/1/2002 0:00:00,"33 52 39.3","113 05 26.5",2290.00,"7 miles SE of Aguila"
5146.00,"Tiger Wash Fan","Dewpoint",9/22/1995 0:00:00,"33 40 09.5","113 18 48.4",1605.00,"1 mi. W of Eagle Eye Rd. and 4 mi. N of Salome Highway"
5147.00,"Tiger Wash Fan","Wind Dir.",5/1/2001 0:00:00,"33 40 09.5","113 18 48.4",1605.00,"1 mi. W of Eagle Eye Rd. and 4 mi. N of Salome Highway"
5150.00,"Narrows Damsite","Precip.",9/1/1994 0:00:00,"33 43 29.8","113 30 45.6",1660.00,"5 mi. SE of Salome off Salome Highway"
5155.00,"Grass Wash @ US 60","Precip.",9/19/2001 0:00:00,"33 56 24.4","113 11 17.9",2155.00,"1 mile West of Aguila on US 60"
5160.00,"Tiger Wash","Precip.",9/15/1999 0:00:00,"33 44 30.4","113 16 42.8",1875.00,"10 mi. N of the Eagle Eye Rd / Salome Hwy intersection"
5163.00,"Tiger Wash","Stream PT",9/15/1999 0:00:00,"33 44 30.4","113 16 42.8",1875.00,"10 mi. N of the Eagle Eye Rd / Salome Hwy intersection"
5165.00,"Outlaw Hill","Precip.",5/13/2002 0:00:00,"33 54 51.4","112 56 21.0",2670.00,"South of US 60, 14 miles east of Aguila"
5170.00,"Gladden","Precip.",8/27/1982 0:00:00,"33 54 10.2","113 17 53.4",2190.00,"US 60 at Gladden, 7 miles SSW of Aguila"
5175.00,"Centennial Wash near Aguila","Precip.",6/5/2001 0:00:00,"33 58 00.3","113 04 08.0",2275.00,"5 mi. NNE of the US 60 / SR 71 junction"
5178.00,"Centennial Wash near Aguila","Stream PT",6/5/2001 0:00:00,"33 58 00.3","113 04 08.0",2275.00,"5 mi. NNE of the US 60 / SR 71 junction"
5180.00,"Centennial Wash","Precip.",11/19/1981 0:00:00,"33 56 35.7","113 00 01.9",2420.00,"19 miles west of Wickenburg"
5185.00,"Harquahala Mountain","Precip.",2/10/1994 0:00:00,"33 48 43.7","113 20 48.5",5680.00,"Top of Harquahala Mtn., 36 mi. WSW of Wickenberg"
5190.00,"Smith Peak","Precip.",5/1/1980 0:00:00,"34 04 04.1","113 21 00.2",5120.00,"Harcuvar Mtns., 13 mi. NW of Aguila"
5195.00,"Dead Horse Wash","Precip.",11/1/2000 0:00:00,"33 46 51.5","113 01 43.4",2140.00,"Near Aguila Rd., 14 miles SE of Aguila"
5200.00,"Buckeye FRS #1","Precip.",7/26/1983 0:00:00,"33 27 21.8","112 44 53.5",1075.00,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
5203.00,"Buckeye FRS #1","Stream PT",12/21/1987 0:00:00,"33 27 27.9","112 44 59.9",1090.00,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
5205.00,"Buckeye FRS #2","Precip.",11/11/1992 0:00:00,"33 26 22.4","112 35 47.3",1115.00,"5 mi. N of Buckeye nr the alignments of Yuma and Miller Roads"
5208.00,"Buckeye FRS #2","Stream PT",11/11/1992 0:00:00,"33 26 22.4","112 35 47.3",1115.00,"5 mi. N of Buckeye nr the alignments of Yuma and Miller Roads"
5210.00,"Hassayampa Landfill","Precip.",4/15/1993 0:00:00,"33 22 12.7","112 45 06.7",905.00,"2 mi. NW of Hassayampa"
5215.00,"Jackrabbit Wash","Precip.",9/14/1982 0:00:00,"33 42 55.6","112 52 54.4",1725.00,"Aguila Road at Wickenburg Road"
5218.00,"Jackrabbit Wash","Stream PT",10/31/2000 0:00:00,"33 42 55.6","112 52 54.4",1725.00,"Aguila Road at Wickenburg Road"
5220.00,"Morristown","Precip.",5/13/1992 0:00:00,"33 51 23.6","112 37 27.3",1980.00,"US 60/93 at Morristown, 10 mi. SE of Wickenburg"
5223.00,"Hassayampa R. near Morristown","Stream PT",5/7/1996 0:00:00,"33 53 05.4","112 39 42.2",1830.00,"3 mi. NW of Morristown and 7 miles SE of Wickenburg"
5225.00,"Hassayampa R. @ US 60","Precip.",3/14/1994 0:00:00,"33 58 13.3","112 43 37.1",2030.00,"Hassayampa River at US 60/93 in Wickenburg"
5228.00,"Hassayampa R. @ US 60","Stream PT",3/14/1994 0:00:00,"33 58 13.3","112 43 37.1",2030.00,"Hassayampa River at US 60/93 in Wickenburg"
5230.00,"Sunset FRS","Precip.",5/11/1989 0:00:00,"33 57 53.8","112 44 31.3",2140.00,"3/4 mi. WSW of the US 60 / US 93 intersection in Wickenburg"
5233.00,"Sunset FRS","Stream PT",5/11/1989 0:00:00,"33 57 53.8","112 44 31.3",2140.00,"3/4 mi. WSW of the US 60 / US 93 intersection in Wickenburg"
5240.00,"Belmont Mountains","Precip.",12/16/2002 0:00:00,"33 39 26.5","112 54 42.0",1860.00,"4.8 miles SW of the Wickenburg / Aguila Roads intersection"
5245.00,"Sunnycove FRS","Precip.",8/11/1986 0:00:00,"33 57 26.2","112 44 23.3",2150.00,"1 mi. SW of the US 60 / US 93 intersection in Wickenburg"
5248.00,"Sunnycove FRS","Non Subm PT",2/17/1988 0:00:00,"33 57 26.2","112 44 23.3",2150.00,"1 mi. SW of the US 60 / US 93 intersection in Wickenburg"
5250.00,"Twin Peaks","Precip.",3/27/2003 0:00:00,"33 53 01.0","112 49 22.6",2675.00,"6 miles SW of Wickenburg"
5258.00,"Coyote Wash","Wind Dir.",3/20/2007 0:00:00,"33 41 49.2","112 55 24.9",1805.00,"3.5 miles SW of the intrscn. of Aguila and Wickenburg roads"
5259.00,"Coyote Wash","Peak Wind",3/20/2007 0:00:00,"33 41 49.2","112 55 24.9",1805.00,"3.5 miles SW of the intrscn. of Aguila and Wickenburg roads"
5260.00,"Vulture Mine Road","Precip.",10/14/1981 0:00:00,"33 57 08.5","112 46 18.3",2380.00,"3 mi. SW of Wickenburg"
5262.00,"Coyote Wash","Wind Spd/Dir",3/20/2007 0:00:00,"33 41 49.2","112 55 24.9",1805.00,"3.5 miles SW of the intrscn. of Aguila and Wickenburg roads"
5263.00,"Vulture Mine Road","Stream PT",10/26/2005 0:00:00,"33 57 08.5","112 46 18.3",2380.00,"3 mi. SW of Wickenburg"
5264.00,"Coyote Wash","Dewpoint",3/20/2007 0:00:00,"33 41 49.2","112 55 24.9",1805.00,"3.5 miles SW of the intrscn. of Aguila and Wickenburg roads"
5265.00,"Coyote Wash","Precip.",11/27/2002 0:00:00,"33 41 49.2","112 55 24.9",1805.00,"3.5 miles SW of the intrscn. of Aguila and Wickenburg roads"
5266.00,"Coyote Wash","Humidity",3/20/2007 0:00:00,"33 41 49.2","112 55 24.9",1805.00,"3.5 miles SW of the intrscn. of Aguila and Wickenburg roads"
5267.00,"Coyote Wash","Temperature",3/20/2007 0:00:00,"33 41 49.2","112 55 24.9",1805.00,"3.5 miles SW of the intrscn. of Aguila and Wickenburg roads"
5268.00,"Coyote Wash","Solar Rad.",3/20/2007 0:00:00,"33 41 49.2","112 55 24.9",1805.00,"3.5 miles SW of the intrscn. of Aguila and Wickenburg roads"
5270.00,"Box Wash","Precip.",3/11/2003 0:00:00,"33 50 57.4","112 47 56.8",2260.00,"9 miles southwest of Wickenburg"
5273.00,"Box Wash","Stream PT",3/11/2003 0:00:00,"33 50 57.4","112 47 56.8",2260.00,"9 miles southwest of Wickenburg"
5274.00,"Buckeye FRS Wx","Peak Wind",2/11/1997 0:00:00,"33 27 21.8","112 44 53.5",1075.00,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
5275.00,"Sols Wash @ SR 71","Precip.",9/24/1981 0:00:00,"34 07 06.7","112 57 45.3",2740.00,"1/2 mile SW of the SR 71 / US 93 intersection"
5276.00,"Sols Wash @ SR 71","Stream PT",9/13/2001 0:00:00,"34 07 06.7","112 57 45.3",2740.00,"1/2 mile SW of the SR 71 / US 93 intersection"
5277.00,"Buckeye FRS Wx","Wind Spd/Dir",1/1/2003 0:00:00,"33 27 21.8","112 44 53.5",1075.00,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
5278.00,"Buckeye FRS Wx","Dewpoint",1/1/2003 0:00:00,"33 27 21.8","112 44 53.5",1075.00,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
5280.00,"Hassayampa R. @ I-10","Precip.",11/9/1994 0:00:00,"33 27 28.2","112 45 40.7",1015.00,"I-10 bridge over Hassayampa River, 12 mi WNW of Buckeye"
5281.00,"Buckeye FRS Wx","Humidity",2/11/1997 0:00:00,"33 27 21.8","112 44 53.5",1075.00,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
5282.00,"Buckeye FRS Wx","Temperature",3/1/1997 0:00:00,"33 27 21.8","112 44 53.5",1075.00,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
5283.00,"Hassayampa R. @ I-10","Stream PT",11/9/1994 0:00:00,"33 27 28.2","112 45 40.7",1015.00,"I-10 bridge over Hassayampa River, 12 mi WNW of Buckeye"
5284.00,"Buckeye FRS Wx","Pressure",2/11/1997 0:00:00,"33 27 21.8","112 44 53.5",1075.00,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
5287.00,"Buckeye FRS Wx","Wind Dir.",8/28/2000 0:00:00,"33 27 21.8","112 44 53.5",1075.00,"West end of Buckeye FRS #1, I-10 @ Hassayampa River"
5290.00,"Yarnell Hill","Precip.",7/13/1981 0:00:00,"34 12 21.4","112 44 56.4",5120.00,"2 mi. S of Yarnell, Yavapai County"
5300.00,"Sun Valley Pkwy. @ Northern Ave.","Precip.",8/2/2005 0:00:00,"33 33 12.4","112 40 40.9",1395.00,"Sun Valley Pkwy. at Northern Ave."
5303.00,"Sun Valley Pkwy. @ Northern Ave.","Stream PT",8/2/2005 0:00:00,"33 33 12.4","112 40 40.9",1395.00,"Sun Valley Pkwy. at Northern Ave."
5305.00,"Hassayampa R. @ Box Canyon","Precip.",11/17/1983 0:00:00,"34 02 42.0","112 42 36.3",2245.00,"6 mi. N of Wickenburg on Hassayampa River, Yavapai County"
5308.00,"Hassayampa R. @ Box Canyon","Stream PT",10/16/1991 0:00:00,"34 02 42.0","112 42 36.3",2245.00,"6 mi. N of Wickenburg on Hassayampa River, Yavapai County"
5320.00,"O'Brien Gulch","Precip.",9/1/1981 0:00:00,"34 06 11.9","112 34 30.2",2960.00,"11 mi. NE of Wickenburg, Yavapai County"
5335.00,"Minnehaha","Precip.",6/16/1981 0:00:00,"34 09 57.3","112 24 19.5",5610.00,"8 mi. E of Wagoner, Yavapai County"
5340.00,"Towers Mountain","Precip.",5/1/1992 0:00:00,"34 14 01.8","112 22 05.6",7630.00,"3 mi. NW of Crown King, Yavapai County"
5350.00,"Hassayampa R. @ Wagoner Rd.","Precip.",12/19/1983 0:00:00,"34 18 36.5","112 34 07.2",3760.00,"6 mi. ESE of Kirkland Junction"
5352.00,"Hassayampa R. @ Wagoner Rd.","Stream PT",5/16/2001 0:00:00,"34 18 36.5","112 34 07.2",3760.00,"6 mi. ESE of Kirkland Junction"
